,Description,Platform,Price,Product
1966,Run Windows with a joystick or any other gaming device.,Windows,Free to try,Joystick-To-Mouse
1967,Join in an underground world and lead your group to victory.,Windows,Free to try,Cavewars demo
1968,Explore randomly generated worlds and build amazing things.,Windows,$6.99,Minecraft: Pocket Edition for Windows 10
1969,Fix several bugs and enable multiplayer compatibility with the original game and the Special Forces expansion.,Windows,Free,Battlefield 2 v1.12 patch
1970,Attempt to fix this abysmal game.,Windows,Free,Big Rigs: Over the Road Racing Patch
1971,"Get involved in a wide range of missions, from hostage rescues to intense firefights.",Windows,Free to try,Soldier of Fortune II: Double Helix Single-Player demo
1972,Update Far Cry to version 1.3 with this patch.,Windows,Free,Far Cry v1.3 patch
1973,Step into the action with this new multiplayer shareware version of POD.,Windows,Free to try,POD 3Dfx demo
1974,Family favorite board game.,Mac,Free to try,The Game of Life by Hasbro
1975,Leave gravity in the dust with this intense mobile racer.,Android,Free,Asphalt 8: Airborne
1976,Battle SkyNet's mechs in post-apocalyptic L.A.,Windows,Free to try,Terminator: Future Shock demo
1977,Experience PowerVR fun in this version of Tomb Raider.,Windows,Free to try,Tomb Raider Power VR demo
1978,"Fly your ships in our solar system, and accomplish missions.",Windows,Free,Wazzal
1979,Join the major leagues and play some baseball.,Windows,Free to try,Front Page Sports: Baseball Pro '98 (Large)
1980,Explore a 3D frozen world of danger and suspense.,Windows,Free to try,Ice and Fire demo
1981,Lead an elite counter-terrorism team.,Windows,Free to try,Vigilance demo
1982,Play golf in 3D and design your own courses.,Windows,Free,Sharpshooter's Miniature Golf
1983,"Gather crystaqls, escape danger, and return home.",Windows,Free to try,Crystal Maze
1984,Defend your domain and conquer other kingdoms on the map.,Windows,Free to try,Castle Wars
1985,Drive a GT500 with this skin for Vice City.,Windows,Free,Grand Theft Auto: Vice City 1967 Ford Shelby Mustang GT500 Model
1986,Become an expert player and beat every level.,Android,Free,Plants vs Zombies 2 Game Guide
1987,Save the Far Eastern leopard from extinction.,Windows,Free,Rescue the Russian Leopard
1988,Wage mechanized war on the future planet Terra Nova.,Windows,Free to try,Heavy Gear demo
1989,Take part in the major Pacific battles of WWII with this real-time strategy game.,Windows,Free to try,Pacific Storm demo
1990,Play a traditional game of bid whist on your computer.,Windows,Free to try,Ultimate Bid Whist
1991,Spank penguins into the floating baskets for points.,Windows,Free,Spank the Frank
1992,"Play chess online, by e-mail, or against multiple computer opponents.",Windows,Free to try,Chess Commander
1993,Update your copy of Grand Theft Auto IV to version 1.0.7.0.,Windows,Free,Grand Theft Auto IV patch
1994,Escape from caves collecting diamonds along the way.,Windows,Free to try,Diamond Caves 3
1995,Defeat all 50 waves without letting a single inflated terror penetrate your defenses.,Webware,Free,Bloons Tower Defense
1996,Try this engulfing futuristic strategy game that runs parallel to the poplar game Earth 2150: Escape From the Blue Planet.,Windows,Free to try,The Moon Project demo
1997,Collect as many taxes as possible.,Windows,Free,The Black Knight
1998,"Fly your spacecraft over enemy platforms, blasting everything in your path.",Windows,Free to try,Space Tripper
1999,Catch a sneak peek at the upcoming GT racer officially licensed by the FIA.,Windows,Free to try,GTR press demo
2000,Rule a secret pirate island full of despicable 17th century sea dogs.,Windows,Free to try,Tropico 2 Beta demo
2001,Play as one of several different character types and explore a huge world.,Mac,Free to try,Avernum 3
2002,Journey into the unknown.,Windows,Free to try,Amber: Journeys Beyond
2003,"Play a laid back action game featuring many planets, each with its own gravity.",Windows,Free to try,WarheadsSE
2004,"Enhance your Hattrick play with tactics advisor, player converter, and history graphs.",Windows,Free,Hattrick Forever
2005,Take on the challenges and adventures of a small group of colonial officers on the surfaces of new alien worlds.,Windows,Free to try,Star Trek: New Worlds demo
2006,Meet mythical and dangerous creatures and solve the puzzle of the long perished kingdoms.,Windows,Free,Runes of Magic Chapter II - The Elven Prophecy
2007,Take the role of the team manager of Alpha Team to win gold in the National Circuit.,Windows,Free to try,Paintball Manager Extreme
2008,Teach your kids to use mouse properly and guide them in the world of colors.,Windows,Free to try,Ginkgo Paint
2009,Run for your life.,Android,Free,Temple Run
2010,Fight others for what's left of a post-nuclear war planet.,Windows,Free to try,KKND Xtreme demo
2011,Revisit Diablo II: Lord of Destruction with this mod.,Windows,Free,Diablo II: Lord of Destruction The Fury Within Mod
2012,Turn your desktop into a playground.,Windows,Free,Onefog Desktop Shooter
2013,Generate game characters and tools for various role playing games.,Windows,Free to try,Roleplaying Assistant
2014,Represent your species and join in this deadly hunt.,Windows,Free to try,Hunter Hunted demo - Jake missions
2015,Enjoy this fantasy role-playing game reminiscent of Might and Magic.,Windows,Free to try,Yendorian Tales demo
2016,Stop the fallen angels in this 3D first-person shooter.,Windows,Free to try,Requiem demo
2017,Protect humanity against an alien virus.,Windows,Free to try,AstroRaid
2018,"Undertake a journey full of 3D-rendered, eye-dazzling graphics and in-depth puzzle solving.",Windows,Free to try,Syberia demo
2019,"Explore the inner workings of the Mafia, complete with car chases, hand to hand combat, and intense gunplay.",Windows,Free to try,Mafia II demo
2020,Slap down tiles on your Mac.,Mac,Free to try,Dominoes (Classic)
2021,Put five balls of the same color together to get rid of the line.,Windows,Free to try,FlashShare Lines Deluxe
2022,Expand Microsoft Flight Simulator 2004 with a perception of what to expect when landing in hi-alt/low-press regions.,Windows,Free,Swiss Military Bastion
2023,Battle robots for control over the Earth.,Mac,Free to try,Droids
2024,Manage your own farm in this agricultural simulator.,Windows,Free to try,Farming Simulator 2011 demo 
2025,Eliminate stones by clicking on those with the same color.,Windows,Free,Clickomania Next Generation
2026,Offer binaries and executable required for running Halo PC Dedicated Server.,Windows,Free,Halo for Windows Dedicated Server
2027,Compete in virtual poker tournaments against PC opponents.,Windows,Free to try,Poker Kings Texas Hold'em
2028,Develop your Viking settlement and accomplish new quests in Cultures universe.,Windows,Free to try,Northland
2029,"See the online status of your buddies and your Bf2, EF, AF, and SF stats.",Windows,Free,Battlefield 2 Stats Viewer
2030,Play various Pool and Snooker 3D games.,Windows,Free,Pool Sharks
2031,Jump in and out of the lives of the game's three lead characters.,Windows,$55.12,Grand Theft Auto V
2032,Play as the elder Elven race in a struggle to reclaim the forests in Nevendaar.,Windows,Free to try,Disciples II: Rise of the Elves
2033,Fly around huge detailed cities causing mass destruction.,Windows,Free,Jetz Rampage 4: Revenge
2034,Smash vehicles into pieces with breathtaking stunts or race against rivals on custom high-speed racetracks.,Windows,Free to try,Crashday demo
2035,Protect the world from monsters and the supernatural as an agent of Spookhouse.,Windows,Free to try,Nocturne demo #1
2036,Play NBA Live 2004 as one of your favorite Turkish or Greek league teams.,Windows,Free,NBA Live 2004 Turkish and Greek League Mod
2037,Undo Frozzic's nasty spells using mind over magic.,Windows,Free to try,Frozzic's Revenge
2038,Update Heroes of Might and Magic IV: The Gathering Storm from version 1.3 to 2.0.,Windows,Free,Heroes of Might and Magic IV 1.3 to 2.0 patch
2039,Get behind the wheel of an armed vehicle and ram anything that gets in your way.,Windows,Free to try,Rollcage demo
2040,Catch Kangaroo Jack in the outback from your airplane.,Mac,Free,The Kangaroo Jack Airplane Game
2041,Drive your car around and kill all the bandits.,Windows,Free to try,Mexican Motor Mafia with Multiplayer
2042,Build and expand your own transportation company.,Windows,Free,OpenTTD (64-bit for Windows Vista/7/8/10)
2043,Play role of batman to kill enemies and leap over buildings.,Windows,Free,The Batman
2044,Survive in the Mars mines and bring down the Ultor corporation.,Windows,Free to try,Red Faction demo
2045,Destroy all bricks by hitting them with a bouncing ball as you explore the fairyland.,Windows,Free to try,Warkanoid 3: Story-Book
2046,Destroy houses and skyscrapers in the city of Anarchy.,Windows,Free,Bomber
2047,Build a golf course and train your own golf pro.,Windows,Free to try,Sid Meier's SimGolf
2048,"Battle opponents for control of space colonies with land, naval, and air forces.",Windows,Free to try,Massive Assault Network v1.2.211 client
2049,Leap from daring heights and avoid deadly robots in this 2D platformer reminiscent of lode runner.,Mac,Free,N
2050,Play a payslots machine.,Windows,Free,Skotovi
2051,Collect fruit and clean up the jungle by eliminating unhealthy food.,Windows,Free to try,Frutti Freak for Newbies
2052,Convert movies to your portable play station and watch them in high quality.,Windows,Free to try,Media Studio - PSP Edition
2053,Go fishing with Hank Parker on four famous lakes.,Windows,Free to try,Black Bass with Hank Parker demo
2054,"Engage in races or deathmatches, buy cars, visit new locations, and more.",Windows,Free,Mafia Freeride expansion mod
2055,Update the retail version of Monster Garage to version 1.03.,Windows,Free,Monster Garage Patch
2056,Get out on the water for some fishing action.,Windows,Free to try,Front Page Sports: Trophy Rivers
2057,Enjoy a mixture of hockey and hangman.,Windows,Free,Hockey Hangman
2058,Try a variant of chess with more types of moves and 3D graphics.,Windows,$5.00,Sir Bombalot
2059,"Gather resources, mighty artifacts, and precious ether sources to master your spells and destroy your enemies.",Windows,Free to try,Etherlords
2060,Defend army headquarters with tanks and kill the hostile ones.,Windows,Free to try,Super Tank
2061,Own the biggest garage in Vice City with this mod.,Windows,Free,Grand Theft Auto: Vice City Marina Car Park mod
2062,View and update match schedule and statistics of FIFA World Cup Germany 2006.,Windows,Free,Germany 2006
2063,Race through a virtual city leaving behind your rivals.,Windows,Free to try,sCARface Raging Racing
2064,Make your way through an odd world full of puzzles and mysteries.,Windows,Free to try,Ally's Adventure Through the Glass
2065,"Develop your own interactive simulations, games, stories, and lessons.",Windows,Free to try,Stagecast Creator
2066,Control an armored vehicle to destroy enemy bases and capture the flag.,Windows,Free to try,Return Fire
2067,Convert WBFS file to Wii game ISO files.,Windows,Free,WBFS to ISO
2068,Lead your basketball team to the championship.,Windows,Free to try,Fast Break College Basketball
2069,Play either as male or female character in poker game.,Windows,Free,Governor of Poker
2070,Update your copy of Diablo to take advantage of the latest bug fixes and features.,Mac,Free,Diablo (OS X)
2071,Play a range of solitaire card games.,Windows,Free to try,BigPatience
2072,"Explore a brand-new mystery as both detective Sherlock Holmes and his assistant, Dr. Watson.",Windows,Free to try,Adventures of Sherlock Holmes: Secret of the Silver Earring demo
2073,"Search for a ""spinner"" to get you to the next level in this graphically intense game.",Mac,Free,Tranquility
2074,Talk with a virtual girlfriend of your choice.,Windows,Free to try,Kari
2075,Play this 3D pinball game.,Windows,Free to try,Total Pinball 3D demo
2076,"Play backgammon, poker, blackjack, and Perudo games online.",Windows,Free,Backgammon Masters
2077,Decide how evil you're willing to get in this role-playing game that subverts conventions.,Windows,Free to try,Overlord demo
2078,Play as an aspiring Underworld figure in the Empire at War universe.,Windows,Free to try,Star Wars: Empire at War: Forces of Corruption demo
2079,Play this multi-level fill in the dot puzzle game.,Windows,Free,Reddragon Dots
2080,Experience the deep Naruto environment with tons of new techniques and over 100 playable characters.,Windows,Purchase,Naruto Shippuden Ultimate Ninja Storm Revolution
2081,Play ball with 9 different ways to pitch and hit.,Windows,Free to try,High Heat Baseball 2000 beta demo
