,Description,Platform,Price,Product
954,"Perfect any photo fast using tools and filters like Healing, Brush, Structure, HDR and Transform.",iOS,Free,Snapseed
955,"View, process, and print your TIFF, BMP, GIF, JPEG, and PNG images.",Windows,Free to try,TIFFY View Java Edition
956,Convert images to PNG files with transparent background.,Windows,Free,Transparent Image Converter
957,Get Followers for Instagram helps you get more followers and become an Instagram superstar while being a fun way to discover new and interesting...,iOS,Free,Get Followers - for Instagram
958,"Make black and white photos with crop, resize, and convert  images into any format.",Windows,Free to try,Black and White Photo Maker
959,Catalogue your digital photos.,Windows,Free to try,PixFiler
960,"JW Player powers online publishing, with clients ranging in size from Fortune 500 companies to individual bloggers.",iOS,Free,JW Player
961,SnapShot aids you in processing any screenshot with the introduction of profiles.,Windows,Free,SnapShot
962,View image files on your desktop.,Windows,Free,ImageOpen
963,Automate batch protecting your images with visual watermarks.,Windows,Free,BulkWaterMark
964,View and print images.,Windows,Free to try,VuePrint
965,Create your own emoticons. ,Windows,Free,Emote Maker
966,"View, edit, and convert your images, then organize them on your PC.",Windows,Free to try,Hero Photo Show
967,Remove focus blur from digital images in Adobe Photoshop.,Windows,Free to try,FocusFixer
968,"Delete all metadata tags about the image, camera, photographer and location.",Windows,Free to try,Exif Tag Remover
969,"Preflights, auto-corrects & edits pdf docs in Adobe Acrobat.",Mac,Free to try,Enfocus PitStop Professional
970,Scan and remove imperfections from your photos.,Windows,Free to try,Retouch Pilot
971,Create and transform your XLS files into various image formats.,Windows,Free to try,XLS to Image Converter
972,Create and edit images and turn an image into art.,Mac,Free to try,Compositor
973,Capture images from camera of your PC.,Windows,Free,My camera Portable
974,"Mabage and organize your photos by name, date, type, camera.",Windows,Free,Adebis Photo Sorter
975,Batch-resize large sets of individual photos (or entire folders) to a maximum width or height.,Windows,Free,Minh's Free PhotoResizer
976,Capture and magnify parts of the screen.,Windows,Free to try,Zoom
977,Create and edit animation and layered images.,Windows,Free,Active Pixels
978,"Browse, view, process, and convert multi format graphics with a vast arsenal of versatile tools. 
",Windows,Free,XnView Portable
979,Convert GIF files to JPG easily and with batch options.,Windows,Free,Free GIF to JPG Converter
980,Adjust the size of your digital images using the context menu in the file manager.,Windows,Free to try,ImageReducer
981,Create custom size license or ID photos.,Windows,Free to try,Passport Photo
982,Convert files online into Adobe PDF files.,Webware,Free,Adobe Create PDF
983,Watch all types of digital media content from your local PC.,Windows,Free,Power Media Player 14 for HP Consumer PCs with DVD for Windows 10
984,View and process RAW files from digital cameras.,Windows,Free to try,RAW PhotoDesk
985,Watch all types of digital media content from your local PC.,Windows,Free,Power Media Player 14 for HP Consumer PCs with DVD for Windows 10
986,View your pictures with basic editing options.,Windows,Free,Free Picture Viewer
987,"Design, search, and edit various kinds of covers.",Windows,Free to try,Cover Me
988,Photoshop plugins for Wacom graphic tablets,Windows,Free,PenTools
989,Remove red-eye problems on photos.,Windows,Free,S10 RedEyes
990,"Provide PDF, PostScript & image viewer.",Mac,Free to try,PostView
991,Make customized photo quality posters of any size/shape from your digital pictures.,Windows,Free to try,Digital Camera Poster Creator
992,"Capture and annotate any part of the screen, share captured image instantly.",Windows,Free to try,Easy Screen Capture And Annotation
993,Enhance the quality of your JPEG images.,Windows,Free to try,Topaz DeJPEG
994,Obtain a clean and easy-to-use catalog of all your clips.,Windows,Free to try,CatDV Personal Edition
995,"Scan, save, convert to PDF, and e-mail your documents.",Windows,Free to try,JGS-Scan
996,"Perform image/photo editing, painting, and font and media management.",Mac,Purchase,Corel Photo-Paint
997,Add color splash effect to your photos.,Windows,Free,Free Color Splash Maker
998,Combine image files into one or multiple PDFs.,Windows,Free to try,Image2PDF
999,Modify and sharpen your images.,Windows,Free to try,AmphiSoft Photo Sharpen
1000,"This tool prepares libraries from iPhoto 5 or earlier so they can be upgraded with the current version of iPhoto.

",Mac,Free,Apple iPhoto Library Upgrader
1001,Capture your screen or separated areas on your screen.,Windows,Free to try,Screen Shot Deluxe
1002,"Resize, rename, and add watermarks to your digital photos.",Windows,Free,PhotoWham
1003,Update your Canon PowerShot SD400 DIGITAL ELPH firmware.,Windows,Free,Canon  PowerShot SD400 DIGITAL ELPH
1004,View and play animated GIF files.,Windows,Free to try,GIF Player
1005,"Did you ever wonder who are the most resemble to you, mom or dad?!? Try this app. It can analyse your face and show who look like you the most :)...",iOS,Free,Like Parent : Check who is the most look alike you! Mom or Dad?
1006,"for creating huge prints: banner, poster, panoramas...",Mac,Free to try,Poster Print
1007,Convert a single TIFF file or several files from the command line or in batch mode.,Windows,Free,2TIFF
1008,Convert a single TIFF file or several files from the command line or in batch mode.,Windows,Free,2TIFF
1009,"Recover deleted, formatted, and lost photos.",Windows,Free,Eassos Photo Recovery
1010,Share and edit your portraits using sophisticated processing technology.,Windows,Free to try,Beautune (64-bit)
1011,Update your version of Fireworks to take advantage of the latest features.,Windows,Free,Fireworks MX 2004 Updater
1012,Erase background and get a new one for your picture.,Windows,Free,Background Eraser for Windows 10
1013,Generate face sketches in a Flash-based interface.,Webware,Free,Ultimate Flash Face
1014,"When you need to create something extraordinary - Apple, Inc.",iOS,Free,Bazaart Photo Editor Pro and Picture Collage Maker
1015,Measure distances and angles between any two points in a PDF document.,Windows,Free to try,PDF Measure It
1016,Learn how to use Paint Shop Pro using 60 movie clips.,Windows,Free to try,Video Guide to Paint Shop Pro X
1017,Convert PNG images to Windows icon resource files.,Windows,Free,Png2ico
1018,Convert JPEG files to GIF format.,Windows,Free,Free JPG to GIF Converter
1019,Create Name photo cake easily with Photo on Birthday Cake app. Download now.,Android,Free,Name Photo on Birthday Cake
1020,Take a portrait photo and become your own makeup artist.,Windows,Free,Datinf DigiMakeup
1021,Add color balancing and creative coloring effects to your Photos.,Windows,Free to try,PhotoKit Color
1022,Update the firmware on your digital camera to take advantage of the latest features.,Windows,Free,Fuji FinePix A340 firmware
1023,Manage 3D images on your Windows PC.,Windows,Free,Visions
1024,Change scanned or imported bitmap images to editable outlines.  ,Windows,Free to try,TraceLine
1025,Edit any image format for which a WIC-compliant CODEC is installed.,Windows,Free,Microsoft Windows Imaging Component (64-bit)
1026,"Author, manage, and publish complex technical documentation.",Windows,Free to try,Adobe FrameMaker
1027,Convert multiple graphic files at the click of a button.,Windows,Free to try,Able Batch Image Converter
1028,"Create, view, publish, and share your collections of digital pictures.",Windows,Free,Master Album Maker Lite Edition
1029,Lorex Eco Stratus allows you to connect to Lorex Eco DVRs featuring the exclusive Lorex Stratus Connectivity service.,iOS,Free,Lorex ECO Stratus
1030,"Browse, view, tag and share images and galleries.",Mac,Free to try,Lyn
1031,"Edit your images, apply graphic effects, and convert files to more than 60 formats.",Windows,Free to try,Smart ImageConverter
1032,"Kodi media center, formerly known as XBMC Media Center, is an award-winning free and open source cross-platform software media player and entertainment hub for digital media for HTPCs (Home theater PCs).",Windows,Free,Kodi for Windows 10
1033,Visualize and edit seamless wood textures.,Windows,Free,Wood Workshop
1034,Generate online photo albums without knowing HTML.,Windows,Free to try,Shozam Web Gallery Generator
1035,Point and shoot to take great pictures automatically.,Windows,Free,Windows Camera
1036,Create artistic photos or combine photos into collage.,Windows,Free to try,AVTJet Impression Workshop
1037,"Convert single or multiple pictures between GIF, PNG, TIFF, JPEG, and BMP formats.",Windows,Free to try,Picture Converter
1038,"Convert a set of images to all key formats JPEG, RAW, GIF, PNG, BMP, TIFF, and PCX at one go.",Windows,Free,AVS Image Converter
1039,Image retouching & restoration.,Android,Free,Adobe Photoshop Fix
1040,Graphing and data analysis tool.,Windows,$199.95,Synergy KaleidaGraph
1041,Manage files of multiple formats and create animated GIFs for the Web.,Windows,Free to try,Neomesh Image Converter
1042,Allow you to create mosaic pictures on your PC.,Windows,Free,Foto-Mosaik-Edda
1043,"Capture images from Web pages, movie files, and games.",Windows,Free to try,Capture Solution XE
1044,Upgrade the firmware on you camera to take advantage of the latest features.,Windows,Free,Kodak EasyShare DX7590 firmware
1045,"Image viewer for photos, comics, manga, and the web.",Mac,Free,Sequential
1046,Add various effects to your images with multiple features.,Windows,Free to try,Effects
1047,Convert and resize thousands images with just a few mouse clicks.,Windows,Free,AnyPic Image Resizer Free
1048,"Create a self-running photo album CD with thumbnails, contact sheet, and cover.",Windows,Free to try,Albumizer Personal Edition
1049,Create complex multicolored strokes with a single brush.,Mac,Free to try,TwilightBrush
1050,Get the panoramic image stitcher for your PC.,Windows,Free,Image Composite Editor
1051,Protect the copyright of your digital images with customized watermarks.,Windows,Free to try,iWatermark Pro
1052,"Cut large images, such as sprite sheets, into smaller tiles.",Windows,Free,Phatboy ImageSlicer
1053,Create multimedia slideshows with effects from photos.,Mac,Free to try,Slideshow Magic
1054,Capture and stream image and audio files for applications which required.,Windows,Free to try,VideoCam
1055,Create QuickTime VR panoramic movies.,Mac,Free to try,VR PanoWorx
1056,Resize JPEG files to send them as e-mail attachments.,Windows,Free,JPG 4 Email
1057,creates HDRI & blends two exposures,Windows,Free,Photomatix Basic
1058,Convert large image files from the command line to smaller file sizes.,Windows,Free,ImgConverter
1059,Create panorama photo on your desktop.,Windows,Free,Hugin
