,Description,Platform,Price,Product
1210,Get sleek modern-looking icons for use in interfaces of software and Web projects.,Windows,Free to try,Cool Toolbar Icons
1211,Desktop trash can replacement with file shredding.,Mac,Free to try,Trash X
1212,Get a starfield on your desktop.,Windows,Free,Animated Desktop Wallpaper Starfield
1213,Play Bingo against the PC or your friends on your desktop.,Windows,Free,Bingo
1214,Manage productivity of multiple monitor systems.,Windows,Free to try,UltraMon [32-bit]
1215,Download this transparent clock which runs on top of all other windows.,Windows,Free to try,Attache Transparent Clock
1216,Love Pictures - Photo Frames.,Android,Free,Love Pictures - Photo Frames
1217,Add customizable buttons to the title bars of the windows.,Windows,Free,Chameleon Window Manager Lite
1218,Use various Vista folder icons.,Windows,Free to try,Everyday Folder Icons for Vista
1219,Monitor your CPU and RAM usage.,Windows,Free,System Usage Meter (Quad Core)
1220,"Add, change, and remove folders and programs in control panel.",Windows,Free,Folder2MyPC
1221,"Create a touch pad interface for Windows 8, 8.1, 10.",Windows,Free,TouchMousePointer
1222,Change wallpapers automatically.,Windows,Free,WallPapa
1223,Use your existing Mac OS 9 sound settings in Mac OS X.,Mac,Free to try,Xounds
1224,Block access to selected programs so you can concentrate on your work.,Windows,Free to try,DoNotDisturb
1225,Download a fresh desktop Kaleidoscope color scheme.,Mac,Free,Dathorc's Kids
1226,Minimize launching of unnecessary startup programs.,Windows,Free,Hyper Start
1227,Find the definitions and synonyms of words.,Windows,Free,Dictionary
1228,Control your system volume easily.,Windows,Free,Volume Control Widget
1229,"Enjoy the beauty of tropical 3D waterfall, lost somewhere in exotic jungle.",Android,Free,3D Waterfall Live Wallpaper
1230,Play chess with your Google Talk friends.,Windows,Free,Multiplayer Chess
1231,Manage multiple virtual desktops from your Windows taskbar.,Windows,Free to try,ManageDesk
1232,Menu bar extension like the classic Apple menu.,Mac,Free,XMenu
1233,Upload your photos to Flickr quickly and easily with this Yahoo widget.,Windows,Free,Flickr Uploader
1234,Switch quickly between two desktop resolutions.,Windows,Free,Frix QuickRes
1235,Turn off your system at a specified time.,Windows,Free,iShutdown
1236,"Tidy up your desktop, organize and open your applications, folders, shortcuts and documents.",Windows,Free to try,CoolTabs
1237,Connect to a remote host easily.,Windows,Free,Telnet Connector
1238,Refine your graphic application with a 32x32 icons.,Windows,Free,32x32 Free Design Icons
1239,"Copy and paste multiple text, files and folders.",Windows,Free to try,Multi-Copy-Paste
1240,View and search icons among different file types.,Windows,Free,GetIcon
1241,"Create and display desktop notes, reminders, or ideas.",Windows,Free,Forget Me Not
1242,Install high resolution Windows 7 theme dedicated to the Grand Theft Auto video game series.,Windows,Free,Grand Theft Auto Windows 7 Theme
1243,Access and use several Wiki software apps with various features on your desktop.,Windows,Free,Wikipedia - Wiktionary
1244,Arrange all windows in a non-overlapping layout and set up virtual desktops.,Windows,Free to try,BetterDesktopTool
1245,Play Superfighters right in your Mac OS X Dashboard.,Mac,Free,Superfighters
1246,Monitor and view the current computer resource usage.,Windows,Free,Multi Meter (Dual Core)
1247,Organize your menu bar icons.,Mac,Free to try,Bartender
1248,Check spelling of any English word and display results in a new browser window.,Windows,Free,Spell Check
1249,"Convert units such as length, speed, or weight, to desired format with this Yahoo widget.",Windows,Free,Universal Converter widget
1250,Access breaking news from various news sources.,Windows,Free,NewsView
1251,Manage and enhance windows on your desktop.,Windows,Free to try,TweakWindow
1252,Listen to Z100 DJ Mix station.,Windows,Free,Z100 DJ Mix
1253,Manage incoming phone calls.,Windows,Free,Talking Caller ID
1254,Categorize your desktop files into folders.,Windows,Free,DesktopXrganizer
1255,Change Icon of a drive in your computer.,Windows,Free,Drive Icon Changer
1256,Decorate your desktop with new animated cursors.,Windows,Free,Dimension Cursors
1257,Preview iBooks from your Mac OS X Dashboard.,Mac,Free,iBooks Widget
1258,"Listen to all 59 of the BBC's national, regional and local radio streams.",Mac,Free,BBC Radio Widget
1259,Keep hundreds of data items copied to the system clipboard in various formats.,Windows,Free to try,Real Clipboard
1260,Hide or make transparent windows that are obscuring your view temporarily.,Windows,Free to try,WindowShade
1261,Provide memo (post-it) and schedule widgets.,Windows,Free,SMemo
1262,view & edit preference files,Mac,Free,Pref Setter
1263,Synchronize your time with atomic time servers using customizable desktop clock.,Windows,Free,DS Clock (64-bit)
1264,Monitor and view your logical Windows drives with interesting information through WMI.,Windows,Free,HDD Monitor
1265,Plays typewriter sounds as you type.,Mac,Free,Noisy Typer
1266,"Hide any Explorer or desktop-context-menu item, or move it to a submenu.",Windows,Free,Context Menu Organizer
1267,Drag and drop a folder to automatically create an icon.,Mac,Free,Viou
1268,Run live news from CNN.,Windows,Free,CNN TV Gadget
1269,Host online applications without Web-browser user interface.,Windows,Free,Prism
1270,Count down time until the release of Avril Lavigne's new album.,Windows,Free,Avril Lavigne The Best Damn Thing Countdown
1271,manage your BitTorrent downloads,Mac,Free,Azureus Dashboard Widget
1272,Switch from one task to another and organize your desktop.,Windows,Free to try,Multi Screen Emulator For Windows
1273,Display the Word of the Day from dictionary.com on your desktop.,Mac,Free,Word of the Day Widget
1274,"Add the air of romance to daily routine with love quotes and amorous-themed graphics.
",Windows,Free,Love Windows 7 Theme
1275,Access your folder contents and files and analyze directory structure on demand.,Windows,Free to try,FastFolders
1276,View news and current affairs in the Middle East.,Windows,Free,AlJazeera.net Arabic Version RSS Feed
1277,Create a steady pulse or beat.,Windows,Free,Metronome
1278,Magnify any portion of your screen.,Mac,Free,Macnifier
1279,Track deliveries from many different services.,Mac,Free,Delivery Status
1280,Keep track of cooking time of your food.,Windows,Free,One-Click! Kitchen Timer
1281,View scores from live cricket games on your desktop.,Windows,Free,Live Cricket Scores
1282,"Display many things directly on top of your desktop: weather reports, headline news, and system vitals...",Mac,Free,Nerdtool
1283,Manage your mouse pointer on large screen or multiple monitor.,Windows,Free,Mouse Trapper
1284,Create Windows icons from your own images.,Windows,Free,IconMasterXP
1285,Keep track of your pregnancy and countdown the days until your due date.,Windows,Free,Baby & Pregnancy Countdown Ticker
1286,Post bulletins and advertisements and find whatever you're looking for from your desktop.,Windows,Free,Gumtree Classifieds
1287,"Windows Central: ""Brilli Wallpaper Changer is the Universal Windows 10 app you have been waiting for.",Windows,Free,"Brilli Wallpaper Changer - Start, Desktop & Lockscreen for Windows 10"
1288,View and learn Ayat from Quran.,Windows,Free,Ayat from Quran
1289,Restore and save positions of your desktop icons for Windows.,Windows,Free,IconSort
1290,Copy object with your mouse and paste with a mouse button.,Windows,Free,AutoClipX 
1291,Track and quickly relaunch your most recently run programs.,Windows,Free,RunIt
1292,Play music to remind you perform a certain task.,Windows,Free,MP3 Pizza Timer
1293,"Get a PC clock synchronizer, world clock, e-mail checker, and alarm clock in one package.",Windows,Free to try,Clock G2
1294,Waterfall animated background with sound effects is our new creation.,Android,Free,Waterfall Live Wallpaper
1295,Create thumbnails of images.,Windows,Free,Thumbnail Generator
1296,"Display various analogue clock on your desktop.
",Windows,Free to try,Screen Clock
1297,Track football matches scores and team standing of UEFA Competitions and major domestic leagues.,Windows,Free,UEFA Informer
1298,Waterfall Live Wallpaper is the perfect new live wallpaper for your phone.,Android,Free,Waterfall Live Wallpaper
1299,Customize looks of selected drive or folder.,Windows,Free,StyleFolder
1300,Tune in and listen to satellite audio streams coming from Sirius on your desktop.,Windows,Free to try,Sirius Satellite Tuner
1301,Stick your notes on Windows desktop.,Windows,Free to try,Sticky Pad
1302,Clipboard history app.,Mac,Free,Jumpcut
1303,"Pattern Lock Screen is a cool, secure and customizable Lock Screen App for free with various Beautiful Live Wallpaper.",Android,Free,Pattern Lock Screen
1304,"Count the days, months, and hours down to any date you specify.",Windows,Free,Countdown to any date
1305,Show the time of different cities around the world.,Windows,Free to try,Qlock Pro
1306,"Manage, maintain, and create anything and everything to do with icons.",Windows,Free,Iconoid (64-Bit)
1307,Recover lost JPEG images from memory cards.,Mac,Free,Exif Untrasher
1308,Start your applications and run commands using mouse gestures.,Windows,Free to try,SmartMouse
1309,"Search, browse, and play videos from YouTube.",Mac,Free,YouTube Widget
1310,Discover what program is used to open the file you are interested in and download it with ease.,Windows,Free,OpenWith.org Desktop Tool
1311,Access texts copied to Clipboard by pressing the usually unused Capslock key.,Windows,Free,Clipboard History
1312,Watch the activities and missions of NASA.,Windows,Free,NASA TV
1313,Customize reminders and receive alerts of incoming events.,Windows,Free to try,EzCalendar
1314,"Hide icons, lock desktop and add movies as an animated desktop picture.",Mac,Free,DeskShade Plus
1315,Hunt for odd changes in the flux on your iPhone.,iOS,$0.99,Ghost Radar for iPhone
1316,Get a full-featured calendar and scheduling widget.,Mac,Free,Organized
1317,Immerse into the combative atmosphere of the belligerent shooter video game series.,Windows,Free,Call of Duty Windows 7 Theme with gunshot sounds
1318,Monitor who is cheating or modding in Halo 2's online multiplayer game.,Windows,Free,Halo2 Stats
1319,Launch applications and widgets on your desktop.,Windows,Free,Krento
1320,"Create icons, extract, and convert from 1bit monochrome to 32bit.",Windows,Free to try,Pretty Icon Maker
1321,Count down to the release of seventh and final Harry Potter book.,Windows,Free,Harry Potter and the Deathly Hallows Countdown
1322,Record the layout and position of icons and programs on the Desktop.,Windows,Free,Desktop Restore (32-bit)
1323,View Czech and Slovak TV programming on your desktop.,Windows,Free,TVP
1324,Enhance your Clipboard with convenience features.,Windows,Free,MemoClip
1325,Control the response of the Caps Lock and Num Lock keys.,Windows,Free to try,sMaRTcaPs
1326,Watch a practical joke on your computer.,Mac,Free,Whoopee Cushion Widget
1327,Monitor and view your computer network traffic.,Windows,Free,Network Bandwidth
1328,"Monitor your CPU, memory, and disk activities.",Windows,Free,Big Meter Pro
1329,Create and stick reminder notes on your desktop.,Windows,Free,Two Notes
1330,View weather conditions on your current location.,Windows,Free,Weather Underground
1331,Manage all your Windows icons and icon libraries.,Windows,Free to try,IconView Pro
1332,Bring a world time clock with NASA's Visible Earth satellite images to your screen.,Windows,Free to try,ActiveEarth
1333,Backlight control for PowerBooks/MacBook Pros/Airs.,Mac,Free,Lab Tick
1334,Scan and delete invalid shortcuts in your Start menu.,Windows,Free,Start Menu Cleaner
1335,View local time and date of any place in the world.,Windows,Free to try,EarthTime
