,Description,Platform,Price,Product
790,Install an operating system without using a bootable CD-ROM.,Windows,Free,Windows XP Home Edition with Service Pack 1 Utility: Setup Disks for Floppy Boot Install
791,Copy a CD-ROM straight to your hard drive.,Windows,Free,Circle Virtual CD
792,Copy a CD-ROM straight to your hard drive.,Windows,Free,Circle Virtual CD
793,"Display battery, memory storage, and storage card capacity for your Pocket PC.",Windows,Free,PowerCheck
794,Extend capabilities of managing USB\eSATA devices.,Windows,Free to try,USB Safely Remove
795,"Keep your PC running like new, repair, speed up, protect, and optimize your system.",Windows,$49.95,Fix-it Utilities Professional
796,Create bootable disk from original Windows installation/setup CD.,Windows,Free,PE Builder
797,Extracts the files from a RAR type archive .,Windows,Free to try,UnRAR
798,Replace your command processor and enhance your DOS command-line functions.,Windows,Free to try,4DOS
799,Use cloud computing to find drivers and start installation.,Windows,Free to try,DriverUpdate
800,Remove your installation of Avast antivirus manually.,Windows,Free,Avast Software Uninstall Utility
801,Create keystroke macros and eliminate repetitive tasks.,Windows,Free to try,KeyText
802,Keep your installed software up-to-date with FileHippo service.,Windows,Free,FileHippo App Manager
803,Customize and tweak your Windows Vista system.,Windows,Free,WinBubble
804,Recover lost data from hard drive and storage media.,Windows,Free to try,Wondershare Data Recovery
805,Transfer files between Android phone and PC or other phones.,Android,Free,"Xender: File Transfer, Sharing"
806,Schedule and automate execution of a variety of tasks.,Windows,Free to try,Automize
807,Uninstall apps by drag-and-drop to the trash on your Mac.,Mac,Free,AppTrap
808,Monitor your hard disk state and prevent its failure.,Windows,Free to try,Hard Drive Inspector Professional
809,Manage your hard drive risks with proactive hard drive failure detection system.,Windows,Free,HDDlife
810,Xquartz project's open-source distribution of the X Window System (X11).,Mac,Free,XQuartz X11
811,Recover or change your lost Windows and MS Office product keys.,Windows,Free to try,Windows Product Key Viewer and Changer
812,Boost up your system performance by removing unwanted files from HDD.,Windows,Free,Moo0 Disk Cleaner
813,View and print directories with this simple program.,Windows,Free,DirPrinting
814,Save your laptop battery and reduce your eyestrain.,Windows,Free to try,Adjust Laptop Brightness
815,Perform computer configuration analysis and view detailed information of your hardware.,Windows,Free to try,ASTRA32
816,Store and back up your data with only a few mouse clicks.,Windows,Free,AceBackup
817,Transfer files between Android phone and PC or other phones.,Android,Free,"Xender: File Transfer, Sharing"
818,Run Windows apps on Intel Macs without Windows installed.,Mac,Free to try,CrossOver
819,Analyze the differences between two versions of a file.,Windows,Free,FreeDiff
820,"Fill your PSP with photos, music, and videos.",Windows,Free,PSP Shuffle
821,Avoid unwanted access to your system as well handle innumerable tasks. ,Windows,Free,HP ProtectTools Security Manager
822,The HP Printer Install Wizard for Windows 7,Windows,Free,HP Printer Install Wizard for Windows 7
823,Optimize your PC and repair issues caused by malware and garbage files.,Windows,Free,Anvi Startup Booster
824,Recover lost or deleted digital photos from flash memory cards.,Windows,Free to try,Digital Photo Recovery
825,Rename files and folders with a variety of options and easy-to-use interface.,Windows,Free,ReNamer
826,Scan your hard drive or flash drive for read errors.,Windows,Free,Ariolic Disk Scanner
827,"Search for and extract ZIP, CAB, RAR, ACE, InstallShield CAB, JAR, TAR, GZIP, and OpenOffice files.",Windows,Free to try,ZipScan
828,Browse and transfer files between your Mac computer and your Android device.,Mac,Free,Android File Transfer
829,"Take full advantage of highly executable, feature-rich, multi-language, simultaneous text and source code editing.  ",Windows,Free,Notepad++ Portable
830,AppleScript that force-deletes stubborn Trash items.,Mac,Free,Trash It!
831,Rename large groups of files with ease.,Windows,Free to try,NameWiz
832,Enable or disable programs starting along with your system.,Windows,Free,MSConfig Cleanup
833,Extract files from DMG files on your Windows PC.,Windows,Free to try,DMG Extractor
834,Scan junk files and delete these junk files in Windows system.,Windows,Free,Wise Disk Cleaner Portable
835,View the structure of directories and files on your hard drive.,Windows,Free,SequoiaView
836,Automate everyday jobs with macros.,Windows,Free to try,Hot Keyboard Pro
837,"Access your iPhone, iPad voicemail, sms, calls, notes, contacts, media on your Mac.",Mac,Free to try,PhoneView
838,Galaxy S7/S8/Note8/S9/Note9 owners: Tap [Settings] > [Cloud and accounts] > [Smart Switch] to open Smart Switch Mobile.,Android,Free,Samsung Smart Switch Mobile
839,"Compute message digests, checksums and HMACs for files, and text and hex strings.",Windows,Free,HashCalc
840,"Restore files accidentally deleted from your computer, USB flash drive, CF and SD card, or camera.",Windows,Free,Undelete 360
841,Repair corrupt Zip files for your PC.,Windows,Free to try,Zip Repair Pro
842,Manage partitioning tasks easily.,Windows,Free,Parted Magic LiveUSB
843,Recover data and photos from lost partitions and drives.,Mac,Free,TestDisk & PhotoRec
844,"Retrieve Windows, network, and hardware data.",Windows,Free,System Information Viewer
845,Convert MS Word documents to PDF format.,Windows,Free,Free Easy Word to PDF Converter 
846,"Clean up your browser's history, cache, and cookies, and evidence of past Windows activity.",Windows,Free to try,Windows and Internet Cleaner Pro
847,Repair and recover your files from corrupted RAR archives.,Windows,Free,DataNumen RAR Repair
848,Scan any Windows module and build a tree diagram of all dependent modules.,Windows,Free,Dependency Walker (64-Bit)
849,Search and extract data about your PC hardware with customized reporting.,Windows,Free,HWiNFO32
850,Install generic Microsoft driver for your Bluetooth adapter.,Windows,Free,Bluetooth Driver Installer
851,Record and replay virtually every data input with a keyboard and a mouse.,Windows,Free to try,Mouse and Key Recorder
852,Know the exact size and position of any element with this screen ruler.,Windows,Free,Pixel Ruler
853,View information about running processes in Windows.,Windows,Free,PrcView
854,Recover logon password in 3 easy steps.,Windows,Free to try,Windows Password Recovery Bootdisk
855,Convert your USB flash drive into Windows Vista or Windows 7 bootable setup disk.,Windows,Free,Setup from USB
856,"Save passwords, contacts, and favorites, login, and fill forms automatically directly from USB key.",Windows,Free,RoboForm2Go
857,Release more system resources and tweak your system for top performance.,Windows,Free,JetBoost
858,Retrieve forgotten passwords.,Windows,Free,MSN Password Hacker
859,Perform file checksums generation and verification.,Windows,Free,Fsum
860,Simulate S7-200 PLC on your computer.,Windows,Free,S7-200 Simulator
861,Lock your computer with a password prompt that cannot be bypassed.,Windows,Free to try,Lock Desktop 2009
862,Compress and decompress files and create self-extracting files and extract archives.,Windows,Free,FreeArc
863,Install upgrades for all service levels of SQL Server 2005.,Windows,Free,Microsoft SQL Server 2005 Service Pack 3 (64-bit)
864,"Change all kind of file and folder attributes, date, time, and even NTFS compression.  ",Windows,Free,Attribute Changer
865,Remove unneeded applications and system components from your PC.,Windows,Free to try,Uninstall Tool
866,Partition your hard drive and install an operating system on your PC.,Windows,Free to try,Omni-Boot
867,Repair bad sectors on hard drive surface.,Windows,Free to try,HDD Regenerator
868,Manage disk space and monitor the actual space used by folders.,Windows,Free to try,SizeExplorer Pro
869,Fast XPS doc viewer with a rich feature set.,Mac,Free to try,Pagemark XpsViewer
870,Enable organizations to increase the reliability and flexibility of their server infrastructures.,Windows,Free to try,Microsoft Windows Server 2008 R2 64-Bit
871,Get a shutdown timer.,Windows,Free,Vista Shutdown Timer
872,Upgrade to the latest Windows 8.1 Operating System.,Windows,$119.99,Windows 8.1
873,Mirror/control Android and iOS devices on your computer.,Windows,Free to try,ApowerMirror
874,IMPORTANT - Please read the entire description before giving feedback.,Android,Free,USB OTG Helper [root]
875,Keep your PCs and servers on the latest support level.,Windows,Free,Microsoft Windows Server 2008 R2 SP1
876,Take your antivirus with you to scan files on the go.,Windows,Free,ClamWin Portable
877,"Peform debugging of applications, services, drivers, and Windows kernel.",Windows,Free,Debugging Tools for Windows
878,Scan the hidden or unreadable contents of your hard drive.,Windows,Free,Disk Investigator
879,"Recover deleted or lost data from Android devices.
",Windows,Free,Free Android Data Recovery
880,Synchronize data between your desktop and BlackBerry device.,Windows,Free,BlackBerry Link
881,Database of every Mac model and other Apple hardware.,Mac,Free,Mactracker
882,"Reduce file sizes and improve system performance

",Windows,$24.95,PKZIP for Windows
883,"Increase capacity and performance with flexible, automatically simulated mouse and keyboard actions.",Windows,Free to try,Automatic Mouse and Keyboard
884,"Сompress, uncompress, and encrypt files in RAR format.",Mac,Free to try,MacRAR
885,Create macros to automate most common tasks.,Windows,Free to try,Keyboard Express
886,Free to use and supports all platforms.,Android,Free,"Zapya - File Transfer, Sharing"
887,Type easily by using a virtual keyboard.,Windows,Free to try,BeKey Virtual (On-screen) Keyboard
888,Manage your Android phone from PC.,Windows,Free,MyPhoneExplorer
889,Close currently running programs to restore them later.,Windows,Free,SmartClose
890,Obtain a server port for Windows system.,Windows,Free,Xming
891,Unlock your Samsung phone or tablet.,Windows,Free to try,Galaxy Unlocker Client
892,Create image files of disks and storage media.,Windows,Free to try,All Image
893,"View any Microsoft Excel, Word, or Lotus file without additional packages.",Windows,Free to try,Fast Doc Viewer
894,Resize and print images for your DVD covers.,Windows,Free,DVD-Cover Printmaster
895,Type with a fully configurable virtual keyboard with word prediction and completion.,Windows,Free,Click-N-Type
896,"Access contents of ZIP, ISO, CISO, CFS and PFO files from any application.",Windows,Free,Pismo File Mount Audit Package
897,"Backup, restore, and update all device drivers currently  installed on your system.",Windows,Free to try,WinDriver Ghost
