,Description,Platform,Price,Product
1211,Enable network communications in firewall.,Windows,Free to try,Universal HTTP Tunnel
1212,"Set up a simple captive portal/hotspot/PPPoE server.
",Windows,Free to try,ARPMiner
1213,Monitor hardware and software installed on network computers.,Windows,Free to try,10-Strike Network Inventory Explorer
1214,"Configure, manage, and convert PCs into thin clients.",Windows,Free,2X ThinClientServer PXES
1215,Start an SSH connection easily to a remote computer.,Mac,Free,iSSH
1216,Monitor the status of your servers and Web applications from your desktop.,Windows,Free to try,Simple Server Monitor
1217,Permit the users on the local net to send each other e-mail over the internet.,Windows,Free,Jana Server
1218,"Automount AFP, FTP, http, NFS, SMB volumes at startup.",Mac,Free,AutomountMaker
1219,Check networks for problems and display statisticas and state-log.,Windows,Free,Pinglogger
1220,"Universal Desktop Client offers RDP, ICA and VNC functionality within a simple tabbed interface.",Windows,Free,Universal Desktop Client
1221,Detect potential vulnerabilities in your network.,Windows,Free,"Nessus for XP, 2003 (32-bit)"
1222,Test and secure your network from various attacks.,Windows,Free,PacketCreator
1223,Get the latest information about changes on the specified Web site.,Windows,Free to try,Check&Get
1224,"BEFSR41, BEFSR11, BEFSRU31 firmware",Windows,Free,Linksys 1/4 port cable/dsl router
1225,Monitor and visualize all Internet traffic in a simple and intuitive manner.,Windows,Free,EyeSpy
1226,Pick up events to log from networked devices and applications.,Windows,Free,KLog
1227,Access Bonjour services on home or office networks from anywhere securely.,Mac,Free to try,ShareTool
1228,"Modify, disable, and enable IP settings of remote computers.",Windows,Free,ManageNetwork
1229,Import users from MS Access database to an Active Directory domain.,Windows,Free,Active Directory Mate
1230,Display essential details about your WiFi and troubleshoot WiFi issues.,Windows,Free,inSSIDer
1231,Allows remote network access to graphical desktops.,Linux,Free,TightVNC Viewer for Linux
1232,Transfer tcp packets to another server and manage your binary or text data.,Windows,Free,Tansu TCP
1233,server log file analyzer,Mac,$445.00,Funnel Web Analyzer
1234,"Check, repair, and unpack incoming files.",Windows,Free to try,Strawberry
1235,Administer computers on your LAN remotely.,Windows,Free to try,SysUtils LAN Administration System
1236,Provide server-based solution for deploying print-to-PDF capability across your organization.,Windows,Free to try,PDF Writer for Windows Server 2012
1237,"Simplify, generate, and save Web sites content.",Windows,Free,Content Management System
1238,Send and receive TCP and UDP packets.,Windows,Free,Packet Sender
1239,Deliver Microsoft Access Reports over the Web.,Windows,Free to try,Report Server for Microsoft Access
1240,Perform Network forensics and analyze statistics.,Windows,Free,NetworkMiner Packet Analyzer
1241,Encrypt and compress network traffic.,Windows,Free to try,K-Secure VPN
1242,Find and fix a problem in your Ethernet networks.,Windows,Free to try,Anasil
1243,View WiFi connection details and perform connection diagnostics.,Windows,Free,TekWiFi
1244,Find misspelled items on ebay for cheaper buying.,Windows,Free,Ebay Misspelled Item Finder
1245,Monitor your network devices and their bandwidth usage.,Windows,Free,Qt Network Monitor
1246,"Get access to your Mac / LAN with Mac, PC, iPhone via the Internet at the touch of a button.",Mac,Free to try,VPN Server Configurator
1247,Control remotely client's computers via the Web or LAN.,Windows,Free,Remote Access Control (Uvnc-Plugin)
1248,View where packets travel throughout the internetwork.,Windows,Free to try,3d Visual Trace Route
1249,Tweak Internet connection settings in your system.,Windows,Free to try,NetSpeed Bandwidth Tweaker
1250,Browse and manage LDAP directories.,Windows,Free to try,Softerra LDAP Administrator
1251,Setup automatic connection to wireless ad hoc networks for your computers.,Windows,Free to try,Maxidix Wifi Autoconnection
1252,"Create a windows service out of any type of executable file (exe, com, bat).",Windows,Free,Any2Service
1253,"Connect your networks together, whether they be office LANs, or a home PC, or a laptop on a modem.",Windows,Free to try,WinGate VPN
1254,Monitor remote URLs or local files.,Mac,Free,Changes Meter
1255,"Scan, find, and troubleshoot wireless networks with WiFi Explorer.",Mac,$3.99,WiFi Explorer
1256,Delivers a comprehensive testing framework for network applications.,Windows,Free,NetQCheck
1257,Manage your network and execute various tasks.,Windows,Free,WinRadar AD Worx
1258,Manage WiFi users or customer with ease.,Windows,Free to try,HCSpot WiFi Hotspot Software
1259,Manage and monitor your network easily.,Windows,Free,NetMate
1260,Track unauthorized changes and errors to AD and Group Policy configurations.,Windows,Free to try,Active Directory Change Reporter
1261,Save time from searching for the top suites and portable applications available on the Web.,Windows,Free,Lupo PenSuite Full Version
1262,"Manage fault, performance, inventory, and configuration of your network.",Windows,Free to try,Little Eye
1263,View and control TightVNC and VNC servers.,Windows,Free,TightVNC Java Viewer
1264,"Execute a BAT, a CMD, an EXE, or a VBS script to a large number of computers very quickly.",Windows,Free to try,ScriptQueue
1265,"Get a tool for conectivity, monitoring, and high availability.",Windows,Free to try,MyDynIPPro
1266,Monitor network connection.,Windows,Free to try,NT Meter
1267,Access and manage a remote computer.,Windows,Free to try,Gooer Remote Desktop Service
1268,Download YouTube videos.,Windows,Free,MD Youtube Downloader
1269,Manage your files and folders remotely through a Web browser.,Windows,Free to try,Easy File Management Web Server
1270,Manage the PCs on your network over a centralized administration.,Windows,Free to try,Remote Computer Manager
1271,Monitor events within your system.,Windows,Free to try,WinBar
1272,Retrieve MAC addresses of all your networking equpiment.,Windows,Free,ARPmyNET
1273,Search information about people in your organization quickly and easily.,Windows,Free,People Search
1274,"Perform network operations find Whois, ping and traceroute the network, and create TCP or UDP telnet.",Windows,Free,Network Stuff
1275,Extract vital data from Active Directory.,Windows,Free to try,JiJi Active Directory Reports
1276,Monitor your LAN's computers remotely.,Windows,Free to try,SpyXie UnderNetwork
1277,Get alerts when you receive new e-mail.,Windows,Free,Email Cheker
1278,"Test the SNMP Agent, and perform various SNMP-related tasks.",Windows,Free,ManageEngine MibBrowser Free Tool
1279,Create a help desk Web site on your network or on the Internet.,Windows,Free to try,Help Desk Server
1280,"Check Internet connection, parse RSS feeds, and display text and newsheadlines.",Windows,Free,WiFi Live
1281,Create secure VPN connection between multiple PCs and remotely access content on them.,Windows,Free,Comodo Unite 64-bit
1282,"Create, check, and correct the syntax of the hostnames.",Windows,Free,Hosts File Manager
1283,Manage network and diagnose connected devices using SNMP protocol.,Windows,Free,SNMP Wiz
1284,Transfer files between computers.,Mac,Free to try,SockeToome
1285,Print files from the network on port 9100.,Windows,Free to try,Print Server
1286,Improve the performance and availability of your data.,Windows,Free,Cloud Drive Network Accelerator (64-bit)
1287,"Enable simple and secure access to data, applications, and desktops from anywhere.",Windows,Free,IronDoor Agent for SecureIDA
1288,Eliminate DNS cache easily.,Windows,Free,DNS Flusher
1289,Manage remote desktop connections in groups.,Windows,Free,MultiDesk
1290,Detect and block malware and spyware from your network.,Windows,Free,NullBound Malware Prevention System
1291,Incorporate a secure enterprise messaging server with anti-virus protection.,Windows,Free to try,Kerio MailServer
1292,Browse the Internet and download all or selected files from multiple Web pages.,Windows,Free to try,Internet Myway
1293,"Get the most out of your scanner by improving its productivity and quality.
",Linux,Free to try,VueScan for Linux
1294,Upload and remove files from your local directory or server.,Windows,Free,Jasmine Java
1295,Monitor PPPoE access concentrators within network broadcast domain.,Windows,Free to try,PPPoE Monitor
1296,"Monitor, locate, and identify computer-accessible local network or Internet devices.",Windows,Free,Prognosti Network Monitor
1297,Perform rapid and accurate search on extensive plain-text data sets with ease.,Mac,Free,Grep
1298,Manage your software audits for Microsoft SMS.,Windows,Free to try,Systems Audit Manager (SAM)
1299,Search local area networks for any kind of files.,Windows,Free,LAN Search Pro Portable
1300,Display one desktop on several computers via TCP/IP,Windows,Free to try,Screen Projector
1301,Generate documentations and reports for Cisco CallManager.,Windows,Free to try,Report Tool for Cisco Callmanager CUCM
1302,Collect network data from a device in the network.,Windows,Free to try,Advanced TCP/IP Data Logger
1303,Convert between different character encodings.,Windows,Free,MOJICOCO
1304,Monitor your network/hard disk activity.,Windows,Free to try,Net2Mon
1305,Enable any program to work through a specific SOCKS proxy server.,Windows,Free,SocksCap64
1306,NAS server OS,Windows,$29.95,NASLite-2 CDD
1307,Run a server on any MS Windows OS based computer.,Windows,Free,Uniform Server
1308,"Sort out data packets by IP addresses, ports, and protocols. ",Windows,Free,Easy Look at Packets
1309,Set alternate credentials and passwords for VNC server.,Windows,Free,VNC Password Set
1310,"Track active HTTP, TCP/IP, UDP connections and perform who-is operation.",Windows,Free to try,Advanced Connection Viewer
1311,Browse the Web using a proxy server.,Windows,Free,Web Proxy Checker
1312,Track your internet bandwidth upload and download usage.,Windows,Free to try,NBMonitor Network Bandwidth Monitor
1313,Get a multi-purpose network utility.,Mac,Free to try,Net Tool Box
1314,"Manage networks via SNMP V1, V2c, or V3 communication.",Windows,Free to try,HiliSoft MIB Browser
1315,Customize your Windows environment.,Windows,Free,APU
1316,Check the speed of your internet or LAN connection.,Windows,Free,My Network Speed 
1317,Export GAL and DList to database.,Windows,Free to try,IMI GAL Exporter
1318,Explore and manage your network.,Windows,Free,AutoScan Network
1319,Surf the Web faster and clean and protect your computer and privacy.,Windows,Free,Fastlane
1320,Connect to Wi-Fi at commercial free hotspots and Boingo hotspots automatically.,Windows,Free,Boingo Wi-Finder
1321,Package software for deployment on different PCs.,Windows,Free to try,Prism Pack
1322,Server account creation & password generation tool.,Mac,Free to try,Passenger
1323,Set default network drive mapping in network dependent way.,Windows,Free,Network Drive Control
